Status,LeadSource,CreatedDate,AnnualRevenue,Sector,ProductInterest,State,IsConverted
Closed - Converted,Partner,2025-09-17,1939799,Insurance,Directors & Officers (D&O),Sao Paulo,1
Working,Web,2025-08-13,10255172,Financial Services,Pension Fund Management,Sao Paulo,0
New,Cold Call,2025-05-06,5556595,Banking,Corporate Life Insurance,Bahia,0
Closed - Converted,Cold Call,2025-03-14,764969,Insurance,Corporate Life Insurance,Minas Gerais,1
New,Cold Call,2025-01-06,7782770,Financial Services,Cyber Liability Insurance,Distrito Federal,0
New,Referral,2025-05-08,12114088,Financial Services,Commercial Property,Minas Gerais,0
New,LinkedIn,2025-05-19,1827070,FinTech,Directors & Officers (D&O),Santa Catarina,0
Nurturing,Web,2025-04-04,3898012,Financial Services,Cyber Liability Insurance,Santa Catarina,0
Working,Referral,2025-11-13,174716,Insurance,Cyber Liability Insurance,Rio de Janeiro,0
Working,Cold Call,2025-09-04,6737536,Financial Services,Commercial Property,Rio de Janeiro,0
Working,Web,2025-04-28,8821208,Financial Services,Cyber Liability Insurance,Minas Gerais,0
New,Cold Call,2025-04-21,4224962,Insurance,Corporate Life Insurance,Bahia,0
Working,Partner,2025-11-12,33627896,Financial Services,Corporate Life Insurance,Rio de Janeiro,0
New,Web,2025-08-31,11268182,Financial Services,Corporate Life Insurance,Sao Paulo,0
Closed - Converted,Web,2025-07-18,629329,FinTech,Fleet Auto Insurance,Minas Gerais,1
Working,Referral,2025-07-19,3406247,FinTech,Corporate Life Insurance,Parana,0
Working,Partner,2025-02-17,3050058,Insurance,Pension Fund Management,Parana,0
New,Trade Show,2025-08-18,18053837,Financial Services,Cyber Liability Insurance,Parana,0
New,Partner,2025-03-11,17754647,Financial Services,Corporate Life Insurance,Distrito Federal,0
New,Partner,2025-07-26,4750218,Financial Services,Directors & Officers (D&O),Santa Catarina,0
Closed - Converted,Trade Show,2025-07-13,5492495,Financial Services,Commercial Property,Sao Paulo,1
New,Web,2025-01-06,9729321,Financial Services,Fleet Auto Insurance,Sao Paulo,0
Working,Web,2025-10-26,968532,Insurance,Cyber Liability Insurance,Distrito Federal,0
Closed - Converted,Trade Show,2025-04-24,9164753,Banking,Fleet Auto Insurance,Santa Catarina,1
New,Partner,2025-03-19,7110695,Banking,Fleet Auto Insurance,Distrito Federal,0
New,Referral,2025-04-22,4837142,Insurance,Group Health Insurance,Rio Grande do Sul,0
New,Trade Show,2025-04-09,2786214,Insurance,Directors & Officers (D&O),Rio de Janeiro,0
Closed - Not Converted,Referral,2025-04-10,317863,Insurance,Fleet Auto Insurance,Sao Paulo,0
Working,Referral,2025-04-25,1014590,Healthcare,Commercial Property,Sao Paulo,0
Working,Partner,2025-06-12,12768254,Banking,Corporate Life Insurance,Minas Gerais,0
Closed - Not Converted,LinkedIn,2025-01-13,26522887,Financial Services,Directors & Officers (D&O),Santa Catarina,0
Closed - Not Converted,Partner,2025-02-25,2637984,Insurance,Fleet Auto Insurance,Rio de Janeiro,0
Closed - Not Converted,Web,2025-10-15,14380861,Financial Services,Directors & Officers (D&O),Rio de Janeiro,0
Closed - Converted,Web,2025-11-13,321177,Insurance,Directors & Officers (D&O),Distrito Federal,1
New,Partner,2025-08-31,878025,Insurance,Fleet Auto Insurance,Rio de Janeiro,0
New,Partner,2025-07-12,4452490,Financial Services,Directors & Officers (D&O),Distrito Federal,0
New,Cold Call,2025-02-20,1256367,Insurance,Corporate Life Insurance,Distrito Federal,0
Closed - Not Converted,Cold Call,2025-04-11,43583604,Financial Services,Cyber Liability Insurance,Distrito Federal,0
Closed - Converted,Trade Show,2025-09-19,1516382,FinTech,Corporate Life Insurance,Sao Paulo,1
Closed - Converted,LinkedIn,2025-02-06,6283248,Financial Services,Cyber Liability Insurance,Sao Paulo,1
New,Web,2025-10-05,1607757,Insurance,Fleet Auto Insurance,Distrito Federal,0
Closed - Converted,Web,2025-08-15,4342129,FinTech,Group Health Insurance,Santa Catarina,1
Working,Referral,2025-10-28,26269155,Financial Services,Cyber Liability Insurance,Santa Catarina,0
Closed - Converted,Web,2025-09-02,29158193,Banking,Cyber Liability Insurance,Rio de Janeiro,1
Closed - Converted,Trade Show,2025-07-11,10190402,Financial Services,Directors & Officers (D&O),Rio Grande do Sul,1
Nurturing,LinkedIn,2025-04-01,13601087,Financial Services,Cyber Liability Insurance,Rio Grande do Sul,0
Closed - Converted,Trade Show,2025-05-18,942361,Insurance,Corporate Life Insurance,Rio de Janeiro,1
Closed - Converted,Referral,2025-11-03,743532,Insurance,Pension Fund Management,Santa Catarina,1
New,Web,2025-07-22,1632743,Banking,Fleet Auto Insurance,Parana,0
Working,Cold Call,2025-09-16,9428565,Financial Services,Corporate Life Insurance,Bahia,0
New,Referral,2025-05-09,816534,Insurance,Group Health Insurance,Parana,0
Working,Cold Call,2025-11-26,15415052,Financial Services,Corporate Life Insurance,Rio de Janeiro,0
Working,LinkedIn,2025-05-13,1260108,FinTech,Directors & Officers (D&O),Minas Gerais,0
Closed - Not Converted,Cold Call,2025-05-31,780616,Insurance,Cyber Liability Insurance,Sao Paulo,0
New,LinkedIn,2025-10-06,2789166,Financial Services,Cyber Liability Insurance,Distrito Federal,0
Closed - Not Converted,Referral,2025-02-09,1580013,Healthcare,Cyber Liability Insurance,Distrito Federal,0
Working,Web,2025-03-03,10610637,Financial Services,Pension Fund Management,Rio de Janeiro,0
Working,Cold Call,2025-10-22,21230707,Financial Services,Cyber Liability Insurance,Parana,0
Closed - Converted,Trade Show,2025-07-25,12922087,Financial Services,Fleet Auto Insurance,Parana,1
Working,Partner,2025-08-11,4244036,Financial Services,Group Health Insurance,Parana,0
Nurturing,LinkedIn,2025-09-25,33056161,Financial Services,Corporate Life Insurance,Rio Grande do Sul,0
Nurturing,Trade Show,2025-10-01,774226,Insurance,Group Health Insurance,Rio Grande do Sul,0
Working,Cold Call,2025-05-10,654486,Financial Services,Corporate Life Insurance,Minas Gerais,0
Closed - Converted,Trade Show,2025-04-26,2034734,Financial Services,Commercial Property,Santa Catarina,1
Closed - Converted,Trade Show,2025-04-27,27447059,Financial Services,Commercial Property,Rio Grande do Sul,1
Working,Trade Show,2025-11-06,9292134,Banking,Directors & Officers (D&O),Sao Paulo,0
New,Trade Show,2025-03-18,951773,Insurance,Corporate Life Insurance,Rio de Janeiro,0
Working,Cold Call,2025-04-24,4839976,Financial Services,Fleet Auto Insurance,Bahia,0
New,Cold Call,2025-04-28,1124776,Healthcare,Fleet Auto Insurance,Santa Catarina,0
Working,LinkedIn,2025-03-29,2350366,Financial Services,Commercial Property,Bahia,0
Closed - Not Converted,LinkedIn,2025-07-27,5138594,Financial Services,Directors & Officers (D&O),Minas Gerais,0
New,Partner,2025-08-06,9557130,Insurance,Cyber Liability Insurance,Bahia,0
Closed - Not Converted,Cold Call,2025-04-17,683813,Insurance,Directors & Officers (D&O),Distrito Federal,0
New,Partner,2025-10-06,1478727,FinTech,Cyber Liability Insurance,Rio Grande do Sul,0
New,Partner,2025-10-16,600178,Insurance,Corporate Life Insurance,Bahia,0
Working,Trade Show,2025-04-17,6092187,Financial Services,Commercial Property,Distrito Federal,0
Working,LinkedIn,2025-01-22,26505220,Financial Services,Directors & Officers (D&O),Parana,0
Working,Partner,2025-08-13,5717750,Financial Services,Commercial Property,Rio de Janeiro,0
New,Partner,2025-03-07,1124065,Retail,Corporate Life Insurance,Parana,0
New,Referral,2025-10-05,13524465,Financial Services,Fleet Auto Insurance,Bahia,0
Working,Web,2025-11-07,365992,Retail,Directors & Officers (D&O),Sao Paulo,0
New,Partner,2025-10-03,1508011,Insurance,Fleet Auto Insurance,Sao Paulo,0
New,Partner,2025-06-05,14224661,Financial Services,Cyber Liability Insurance,Rio Grande do Sul,0
Closed - Not Converted,Partner,2025-07-28,406225,Insurance,Group Health Insurance,Parana,0
Closed - Not Converted,Partner,2025-02-27,889457,Insurance,Commercial Property,Parana,0
Working,Trade Show,2025-02-25,4949621,Financial Services,Fleet Auto Insurance,Sao Paulo,0
New,Cold Call,2025-11-12,1978357,Insurance,Directors & Officers (D&O),Rio Grande do Sul,0
Closed - Converted,Trade Show,2025-08-24,1704676,Insurance,Directors & Officers (D&O),Santa Catarina,1
Working,LinkedIn,2025-02-23,4393762,Financial Services,Cyber Liability Insurance,Bahia,0
Closed - Not Converted,LinkedIn,2025-03-04,321513,Insurance,Commercial Property,Minas Gerais,0
Closed - Not Converted,LinkedIn,2025-05-13,3563215,Insurance,Directors & Officers (D&O),Minas Gerais,0
New,Web,2025-06-24,5642193,Financial Services,Corporate Life Insurance,Bahia,0
Closed - Converted,LinkedIn,2025-05-02,4268829,Financial Services,Corporate Life Insurance,Minas Gerais,1
Working,Cold Call,2025-09-25,12008092,Financial Services,Group Health Insurance,Rio Grande do Sul,0
New,Partner,2025-08-27,2806299,Healthcare,Corporate Life Insurance,Bahia,0
Nurturing,Cold Call,2025-11-22,428375,Insurance,Corporate Life Insurance,Bahia,0
Working,Trade Show,2025-06-18,1907353,FinTech,Pension Fund Management,Minas Gerais,0
New,LinkedIn,2025-02-06,20995196,Financial Services,Pension Fund Management,Sao Paulo,0
New,Cold Call,2025-04-13,12940392,Financial Services,Pension Fund Management,Parana,0
Working,Cold Call,2025-03-30,972635,FinTech,Corporate Life Insurance,Distrito Federal,0
Working,LinkedIn,2025-06-14,395157,Insurance,Commercial Property,Bahia,0
Closed - Converted,Referral,2025-05-31,2556271,Retail,Pension Fund Management,Sao Paulo,1
Closed - Converted,Web,2025-08-17,4394352,Insurance,Commercial Property,Minas Gerais,1
Working,LinkedIn,2025-04-04,784361,Insurance,Commercial Property,Rio de Janeiro,0
Working,Referral,2025-06-25,4021428,Financial Services,Commercial Property,Santa Catarina,0
Closed - Not Converted,Web,2025-05-27,18465279,Financial Services,Corporate Life Insurance,Minas Gerais,0
Nurturing,Cold Call,2025-07-22,603272,FinTech,Directors & Officers (D&O),Santa Catarina,0
Closed - Converted,Trade Show,2025-09-08,331855,Insurance,Corporate Life Insurance,Rio Grande do Sul,1
New,Referral,2025-09-18,30014568,Banking,Corporate Life Insurance,Sao Paulo,0
Closed - Converted,Cold Call,2025-05-05,2506405,Banking,Pension Fund Management,Distrito Federal,1
Closed - Converted,LinkedIn,2025-02-21,13752870,Financial Services,Fleet Auto Insurance,Rio de Janeiro,1
New,LinkedIn,2025-06-13,776585,Insurance,Commercial Property,Bahia,0
Closed - Converted,Web,2025-09-30,2406869,Insurance,Commercial Property,Distrito Federal,1
Closed - Converted,Partner,2025-08-10,3255217,Financial Services,Pension Fund Management,Parana,1
Nurturing,LinkedIn,2025-08-24,763833,Insurance,Cyber Liability Insurance,Rio Grande do Sul,0
Working,Trade Show,2025-04-13,7004482,Financial Services,Commercial Property,Parana,0
Working,Partner,2025-08-04,239360,Insurance,Corporate Life Insurance,Rio Grande do Sul,0
Working,Referral,2025-11-25,3928772,Financial Services,Directors & Officers (D&O),Santa Catarina,0
Nurturing,Cold Call,2025-03-05,13633092,Financial Services,Commercial Property,Rio de Janeiro,0
Closed - Converted,Cold Call,2025-02-09,165884,Retail,Directors & Officers (D&O),Minas Gerais,1
New,Web,2025-10-13,772138,Insurance,Group Health Insurance,Distrito Federal,0
Closed - Not Converted,Cold Call,2025-10-22,8233721,Financial Services,Pension Fund Management,Santa Catarina,0
New,Cold Call,2025-06-19,4189555,Financial Services,Pension Fund Management,Santa Catarina,0
Closed - Converted,LinkedIn,2025-06-18,2733528,Insurance,Directors & Officers (D&O),Rio de Janeiro,1
Working,Referral,2025-01-12,2696840,Financial Services,Group Health Insurance,Santa Catarina,0
Working,Web,2025-10-25,257471,Insurance,Commercial Property,Parana,0
Working,LinkedIn,2025-03-18,189524,Insurance,Cyber Liability Insurance,Parana,0
Closed - Converted,Partner,2025-08-22,360359,FinTech,Commercial Property,Sao Paulo,1
Working,Web,2025-04-26,286630,Retail,Pension Fund Management,Bahia,0
Closed - Converted,Trade Show,2025-03-24,260283,Insurance,Pension Fund Management,Sao Paulo,1
Working,LinkedIn,2025-10-06,735858,Insurance,Cyber Liability Insurance,Minas Gerais,0
New,Partner,2025-03-17,5458530,FinTech,Directors & Officers (D&O),Bahia,0
Closed - Converted,Partner,2025-05-02,2441332,Healthcare,Group Health Insurance,Parana,1
Closed - Converted,Referral,2025-11-08,3031434,Banking,Group Health Insurance,Minas Gerais,1
Working,Trade Show,2025-04-24,39809250,Financial Services,Pension Fund Management,Rio Grande do Sul,0
Closed - Converted,Partner,2025-10-19,2159526,Insurance,Cyber Liability Insurance,Santa Catarina,1
New,Partner,2025-01-26,2292657,Insurance,Cyber Liability Insurance,Minas Gerais,0
Working,Partner,2025-04-26,11973215,Financial Services,Corporate Life Insurance,Sao Paulo,0
Closed - Not Converted,LinkedIn,2025-09-28,13459409,Financial Services,Pension Fund Management,Parana,0
Working,Web,2025-10-06,381569,Retail,Commercial Property,Santa Catarina,0
Closed - Converted,LinkedIn,2025-10-21,536154,Insurance,Directors & Officers (D&O),Minas Gerais,1
Working,Cold Call,2025-01-28,3604385,Insurance,Group Health Insurance,Rio de Janeiro,0
Working,Cold Call,2025-08-21,399464,FinTech,Group Health Insurance,Bahia,0
Working,Trade Show,2025-06-08,2859510,Financial Services,Fleet Auto Insurance,Rio Grande do Sul,0
Nurturing,Web,2025-02-24,2055610,Financial Services,Pension Fund Management,Distrito Federal,0
Nurturing,LinkedIn,2025-03-03,1129126,Healthcare,Cyber Liability Insurance,Bahia,0
New,LinkedIn,2025-10-16,627075,Insurance,Fleet Auto Insurance,Minas Gerais,0
Nurturing,Trade Show,2025-01-30,1686284,Insurance,Cyber Liability Insurance,Rio Grande do Sul,0
Working,Partner,2025-10-12,18064744,Financial Services,Group Health Insurance,Sao Paulo,0
New,Cold Call,2025-10-07,4434677,Financial Services,Corporate Life Insurance,Distrito Federal,0
Working,Web,2025-07-24,2092323,Insurance,Commercial Property,Santa Catarina,0
Working,Cold Call,2025-07-25,14975105,Financial Services,Group Health Insurance,Rio de Janeiro,0
Working,Web,2025-08-23,5301733,Financial Services,Corporate Life Insurance,Parana,0
Working,Partner,2025-05-06,521190,Insurance,Group Health Insurance,Distrito Federal,0
New,Cold Call,2025-07-25,1713001,Retail,Commercial Property,Distrito Federal,0
Working,Partner,2025-02-04,4712214,Financial Services,Cyber Liability Insurance,Minas Gerais,0
Working,Web,2025-03-05,1707119,Retail,Directors & Officers (D&O),Sao Paulo,0
New,Partner,2025-03-01,236680024,Banking,Directors & Officers (D&O),Sao Paulo,0
Closed - Not Converted,Cold Call,2025-10-28,2457436,FinTech,Pension Fund Management,Parana,0
New,Cold Call,2025-10-31,4242926,FinTech,Corporate Life Insurance,Parana,0
Closed - Converted,Web,2025-10-22,22691300,Banking,Pension Fund Management,Rio Grande do Sul,1
Closed - Not Converted,LinkedIn,2025-05-20,2826369,Financial Services,Commercial Property,Minas Gerais,0
New,Referral,2025-10-15,269333,FinTech,Fleet Auto Insurance,Minas Gerais,0
Working,Referral,2025-06-25,2370170,Financial Services,Commercial Property,Parana,0
New,Partner,2025-01-02,2925595,Insurance,Directors & Officers (D&O),Rio de Janeiro,0
Working,Trade Show,2025-11-24,3339179,Retail,Cyber Liability Insurance,Bahia,0
New,Trade Show,2025-10-24,897511,Insurance,Group Health Insurance,Santa Catarina,0
New,LinkedIn,2025-02-25,1175068,Retail,Pension Fund Management,Sao Paulo,0
New,Partner,2025-10-15,460743,Insurance,Fleet Auto Insurance,Distrito Federal,0
Nurturing,Web,2025-03-24,1225298,Insurance,Corporate Life Insurance,Rio de Janeiro,0
Nurturing,LinkedIn,2025-04-23,2325443,Financial Services,Commercial Property,Rio de Janeiro,0
New,Referral,2025-06-18,5433929,Healthcare,Group Health Insurance,Parana,0
Closed - Not Converted,Partner,2025-07-17,9111295,Financial Services,Group Health Insurance,Bahia,0
Working,LinkedIn,2025-07-11,4432743,FinTech,Fleet Auto Insurance,Santa Catarina,0
Closed - Not Converted,Partner,2025-11-22,350746,Retail,Cyber Liability Insurance,Parana,0
Working,Trade Show,2025-10-28,801363,Insurance,Fleet Auto Insurance,Santa Catarina,0
New,Web,2025-01-19,1719522,FinTech,Group Health Insurance,Minas Gerais,0
Working,Partner,2025-06-27,13667507,Financial Services,Corporate Life Insurance,Bahia,0
Working,Cold Call,2025-08-25,3515884,Financial Services,Pension Fund Management,Santa Catarina,0
Nurturing,LinkedIn,2025-10-21,984189,FinTech,Commercial Property,Sao Paulo,0
Nurturing,LinkedIn,2025-08-08,2113056,Banking,Cyber Liability Insurance,Rio Grande do Sul,0
Working,Referral,2025-05-18,1339682,Insurance,Corporate Life Insurance,Distrito Federal,0
Closed - Converted,Referral,2025-03-06,906192,FinTech,Cyber Liability Insurance,Distrito Federal,1
Working,Partner,2025-02-27,6510545,Healthcare,Group Health Insurance,Minas Gerais,0
New,Trade Show,2025-05-27,23096005,Financial Services,Pension Fund Management,Rio de Janeiro,0
New,Web,2025-05-25,447324,Retail,Directors & Officers (D&O),Distrito Federal,0
New,LinkedIn,2025-09-10,10797656,Banking,Group Health Insurance,Bahia,0
Closed - Converted,Web,2025-06-05,871590,FinTech,Corporate Life Insurance,Sao Paulo,1
New,Web,2025-05-15,5724672,Insurance,Fleet Auto Insurance,Distrito Federal,0
Working,Cold Call,2025-10-09,13970557,Financial Services,Corporate Life Insurance,Bahia,0
Closed - Not Converted,Trade Show,2025-08-23,2602414,Insurance,Commercial Property,Sao Paulo,0
Closed - Converted,Cold Call,2025-02-11,10389042,Financial Services,Pension Fund Management,Minas Gerais,1
Working,Referral,2025-03-28,652851,Insurance,Fleet Auto Insurance,Distrito Federal,0
Working,Cold Call,2025-10-04,15015305,Banking,Corporate Life Insurance,Parana,0
Working,LinkedIn,2025-07-04,2495255,Banking,Corporate Life Insurance,Sao Paulo,0
Closed - Converted,LinkedIn,2025-02-14,685524,Retail,Pension Fund Management,Rio de Janeiro,1
Working,Cold Call,2025-03-02,1369753,Insurance,Directors & Officers (D&O),Bahia,0
Closed - Not Converted,Partner,2025-04-15,20983585,Banking,Group Health Insurance,Rio de Janeiro,0
New,LinkedIn,2025-11-19,709732,Retail,Directors & Officers (D&O),Bahia,0
Closed - Converted,LinkedIn,2025-09-20,469270,Retail,Cyber Liability Insurance,Minas Gerais,1
Closed - Not Converted,Cold Call,2025-03-06,1459287,Insurance,Pension Fund Management,Parana,0
Nurturing,Cold Call,2025-08-29,16727619,Financial Services,Pension Fund Management,Rio Grande do Sul,0
Working,Cold Call,2025-10-27,26130938,Financial Services,Commercial Property,Rio Grande do Sul,0
Nurturing,Trade Show,2025-04-28,21678716,Financial Services,Pension Fund Management,Bahia,0
Closed - Converted,Cold Call,2025-11-25,30189817,Financial Services,Group Health Insurance,Rio de Janeiro,1
New,Cold Call,2025-08-03,1865702,Insurance,Pension Fund Management,Sao Paulo,0
Closed - Converted,LinkedIn,2025-08-21,1087807,Insurance,Directors & Officers (D&O),Minas Gerais,1
Nurturing,Web,2025-10-14,358250,Retail,Commercial Property,Rio Grande do Sul,0
Closed - Converted,LinkedIn,2025-08-16,1798625,Insurance,Commercial Property,Parana,1
New,Cold Call,2025-05-04,6581773,Financial Services,Fleet Auto Insurance,Bahia,0
New,Cold Call,2025-02-18,167411,Retail,Directors & Officers (D&O),Rio Grande do Sul,0
New,Cold Call,2025-03-24,8555166,Financial Services,Fleet Auto Insurance,Bahia,0
Working,Referral,2025-11-02,1551109,Insurance,Directors & Officers (D&O),Rio de Janeiro,0
Working,Cold Call,2025-06-21,452823,FinTech,Pension Fund Management,Bahia,0
New,LinkedIn,2025-03-31,1803376,Insurance,Group Health Insurance,Bahia,0
Working,LinkedIn,2025-04-10,5401613,Insurance,Pension Fund Management,Rio de Janeiro,0
Nurturing,LinkedIn,2025-04-09,2870413,Banking,Group Health Insurance,Minas Gerais,0
Nurturing,Partner,2025-04-26,1335249,Financial Services,Pension Fund Management,Rio Grande do Sul,0
Closed - Not Converted,Referral,2025-03-04,2187160,Insurance,Cyber Liability Insurance,Rio de Janeiro,0
Nurturing,Partner,2025-10-21,25986556,Financial Services,Directors & Officers (D&O),Bahia,0
Nurturing,Trade Show,2025-02-05,2198005,Insurance,Directors & Officers (D&O),Bahia,0
Closed - Not Converted,Partner,2025-09-20,956013,Healthcare,Fleet Auto Insurance,Parana,0
Closed - Converted,Cold Call,2025-08-02,12653462,Banking,Fleet Auto Insurance,Bahia,1
New,Partner,2025-06-09,14281526,Banking,Directors & Officers (D&O),Rio de Janeiro,0
Working,Web,2025-05-20,235520,Retail,Group Health Insurance,Parana,0
New,Web,2025-09-07,2741992,Financial Services,Cyber Liability Insurance,Minas Gerais,0
New,LinkedIn,2025-01-01,1600288,FinTech,Pension Fund Management,Sao Paulo,0
New,Partner,2025-03-16,6353442,Financial Services,Corporate Life Insurance,Rio de Janeiro,0
Working,Cold Call,2025-10-24,7765227,Insurance,Commercial Property,Rio Grande do Sul,0
New,Referral,2025-10-10,3208045,Financial Services,Commercial Property,Minas Gerais,0
Nurturing,Partner,2025-01-19,26095281,Financial Services,Pension Fund Management,Bahia,0
Closed - Not Converted,Referral,2025-07-23,2703202,Insurance,Corporate Life Insurance,Rio de Janeiro,0
Nurturing,Cold Call,2025-02-19,27323947,Financial Services,Corporate Life Insurance,Minas Gerais,0
New,Trade Show,2025-08-09,25490576,Financial Services,Group Health Insurance,Minas Gerais,0
Closed - Converted,Web,2025-11-21,7578054,Financial Services,Group Health Insurance,Rio de Janeiro,1
Closed - Converted,Web,2025-10-27,1165815,FinTech,Commercial Property,Sao Paulo,1
Closed - Converted,Trade Show,2025-09-09,8663493,Financial Services,Group Health Insurance,Parana,1
Working,Cold Call,2025-09-05,1487516,FinTech,Fleet Auto Insurance,Sao Paulo,0
New,Trade Show,2025-02-08,1386437,FinTech,Directors & Officers (D&O),Distrito Federal,0
Nurturing,Trade Show,2025-03-07,605302,Insurance,Group Health Insurance,Rio de Janeiro,0
Working,Web,2025-04-10,3305685,Insurance,Corporate Life Insurance,Distrito Federal,0
Working,Trade Show,2025-03-20,2853712,Insurance,Directors & Officers (D&O),Santa Catarina,0
Closed - Not Converted,Cold Call,2025-11-12,36203360,Financial Services,Commercial Property,Minas Gerais,0
Closed - Converted,Partner,2025-10-11,53775088,Financial Services,Pension Fund Management,Bahia,1
Closed - Converted,Web,2025-02-14,23139510,Banking,Commercial Property,Rio Grande do Sul,1
New,Trade Show,2025-05-03,2541564,Financial Services,Cyber Liability Insurance,Parana,0
New,Partner,2025-09-12,121738,Healthcare,Group Health Insurance,Rio de Janeiro,0
Closed - Not Converted,Cold Call,2025-10-17,5259305,Financial Services,Commercial Property,Rio Grande do Sul,0
Closed - Converted,Partner,2025-08-11,475347,Healthcare,Pension Fund Management,Bahia,1
Closed - Not Converted,Referral,2025-03-06,4898935,Financial Services,Directors & Officers (D&O),Minas Gerais,0
Closed - Converted,LinkedIn,2025-06-02,1693546,FinTech,Commercial Property,Minas Gerais,1
Closed - Not Converted,Trade Show,2025-08-23,17493828,Financial Services,Cyber Liability Insurance,Distrito Federal,0
Nurturing,Referral,2025-07-20,990802,FinTech,Pension Fund Management,Santa Catarina,0
Working,Web,2025-03-30,19659000,Banking,Pension Fund Management,Distrito Federal,0
New,Trade Show,2025-05-03,1312390,Insurance,Pension Fund Management,Rio de Janeiro,0
Working,Cold Call,2025-10-06,13923866,Banking,Pension Fund Management,Minas Gerais,0
Working,Cold Call,2025-05-31,15330171,Banking,Fleet Auto Insurance,Distrito Federal,0
New,Web,2025-11-09,314175,Insurance,Group Health Insurance,Distrito Federal,0
New,Referral,2025-09-25,3002127,Financial Services,Fleet Auto Insurance,Parana,0
Nurturing,Trade Show,2025-05-10,9554139,Financial Services,Corporate Life Insurance,Bahia,0
New,Web,2025-01-19,3469479,Financial Services,Cyber Liability Insurance,Bahia,0
Closed - Converted,Web,2025-10-28,15261077,Financial Services,Corporate Life Insurance,Sao Paulo,1
Working,Cold Call,2025-11-10,685386,Insurance,Fleet Auto Insurance,Minas Gerais,0
New,Referral,2025-05-15,7338240,Retail,Pension Fund Management,Sao Paulo,0
New,Partner,2025-02-11,15721971,Banking,Group Health Insurance,Distrito Federal,0
Closed - Converted,Partner,2025-04-21,8318690,Financial Services,Pension Fund Management,Rio Grande do Sul,1
Closed - Not Converted,Referral,2025-10-08,19585699,Financial Services,Fleet Auto Insurance,Rio Grande do Sul,0
New,Trade Show,2025-04-03,4161345,Insurance,Cyber Liability Insurance,Santa Catarina,0
Working,Referral,2025-05-22,1657439,FinTech,Commercial Property,Bahia,0
Working,LinkedIn,2025-05-23,1090727,Healthcare,Fleet Auto Insurance,Rio de Janeiro,0
Closed - Converted,Cold Call,2025-04-21,298794,Insurance,Corporate Life Insurance,Rio de Janeiro,1
Nurturing,Referral,2025-06-30,2179950,FinTech,Fleet Auto Insurance,Minas Gerais,0
Closed - Converted,Referral,2025-08-02,921089,FinTech,Commercial Property,Minas Gerais,1
Closed - Not Converted,Partner,2025-08-28,708773,Insurance,Corporate Life Insurance,Santa Catarina,0
Working,LinkedIn,2025-08-12,7973229,Banking,Corporate Life Insurance,Parana,0
Working,Referral,2025-03-22,29759782,Financial Services,Directors & Officers (D&O),Rio Grande do Sul,0
Nurturing,Web,2025-07-31,17593726,Financial Services,Commercial Property,Santa Catarina,0
Working,Partner,2025-09-27,229723,Insurance,Fleet Auto Insurance,Santa Catarina,0
Working,Partner,2025-02-13,5951346,Financial Services,Fleet Auto Insurance,Distrito Federal,0
Closed - Not Converted,Web,2025-08-21,34809837,Banking,Corporate Life Insurance,Parana,0
Working,Referral,2025-05-14,13988544,Financial Services,Cyber Liability Insurance,Parana,0
New,Referral,2025-08-17,2042345,FinTech,Cyber Liability Insurance,Rio Grande do Sul,0
New,Web,2025-09-27,11830846,Financial Services,Pension Fund Management,Santa Catarina,0
Closed - Converted,Referral,2025-04-01,1742752,Banking,Group Health Insurance,Parana,1
